username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mansurrabrao;2017-04-22 09:22;0;1;"DormiaA nossa pátria mãe tão distraídaSem perceber que era subtraídaEm tenebrosas transações";;;#ironia;"855773735311335424";https://twitter.com/mansurrabrao/status/855773735311335424
twofabio;2017-04-22 09:17;0;1;"Interessei pela matéria de capa, mas na 2° p tem publicidade de uma marca alemã de carros, como resistir.  ";;;#ironia;"855772509219823616";https://twitter.com/twofabio/status/855772509219823616
Cyber_Woo;2017-04-22 08:00;0;0;"5 MOTIVOS PARA AMAR O BRASIL:  Old Corrupção  Brasil";;;#Old #Corrup #Ironia #Brasil;"855753222262280193";https://twitter.com/Cyber_Woo/status/855753222262280193
FlaReinoso;2017-04-21 12:33;0;0;"Se tivéssemos armado a população, como muitos defendem, essa realidade seria diferente. Povo burro!  ";;;#ironia;"855459507056627712";https://twitter.com/FlaReinoso/status/855459507056627712
BetoVargas01;2017-04-21 12:06;0;2;"Absurdo total!!! Hehe ";;;#ironia;"855452779262955523";https://twitter.com/BetoVargas01/status/855452779262955523
jumlo;2017-04-21 07:57;0;0;"Ah, foi destruindo provas, certeza";;;#ironia;"855389905870094336";https://twitter.com/jumlo/status/855389905870094336
RickyBoomin;2017-04-21 07:15;0;0;""Ás vezes,as melhores coisas estão por baixo do nosso nariz e nem damos conta"  ";;;#ironia;"855379374895493120";https://twitter.com/RickyBoomin/status/855379374895493120
tay_boorges;2017-04-20 22:26;0;1;"Adoro ficar/me sentir sozinha. ";;;#ironia;"855246341534035969";https://twitter.com/tay_boorges/status/855246341534035969
CrassusTenebris;2017-04-20 22:24;0;0;"Nossa que interessante !  GloboÉGlobalista";;;#ironia #Globo;"855245799550332928";https://twitter.com/CrassusTenebris/status/855245799550332928
DaniiLinss;2017-04-20 20:34;0;0;"É tão reconfortante saber que a  não costuma responder as reclamações no  HumorNegro  TIMcomFronteiras";;@TIMBrasil @ReclameAQUI;#HumorNegro #Ironia #TIMcomFronteiras;"855218152682258436";https://twitter.com/DaniiLinss/status/855218152682258436
hevelynfernand4;2017-04-20 19:41;0;0;"Vamos se animar hoje é quinta *kk amanhãtemau lá! ";;@;#ironia #amanh #;"855204913776930816";https://twitter.com/hevelynfernand4/status/855204913776930816
henriquezando;2017-04-20 19:24;0;2;"olha o sujeito, parece um crente da igreja Assembléia de Deus  ";;;#ironia;"855200412256940032";https://twitter.com/henriquezando/status/855200412256940032
roogoitia;2017-04-20 17:49;0;3;"¿Seguro que ironía?";;;#iron;"855176589650407424";https://twitter.com/roogoitia/status/855176589650407424
laurinhabecker;2017-04-20 17:41;1;2;"E o dia em que o Gauchão é mais importante que a Libertadores chegou! Parabéns aos envolvidos!  Grêmio";;;#ironia #Gr;"855174554813177857";https://twitter.com/laurinhabecker/status/855174554813177857
TizStall;2017-04-20 15:33;0;1;"A.A.A  cercasi";;;#ironia;"855142322287378432";https://twitter.com/TizStall/status/855142322287378432
14caio;2017-04-20 12:14;0;0;"Sério? Precisa de placa?  né esperteza.";;;#ironia;"855092346354114561";https://twitter.com/14caio/status/855092346354114561
frsamp;2017-04-20 11:37;0;0;"Ainda bem que não são gays!!! ";;;#Ironia;"855083011779506176";https://twitter.com/frsamp/status/855083011779506176
milaahfrancois;2017-04-20 08:39;0;1;"Mas mulher é fresca, não existe violência de gênero, né?  ";;;#Ironia;"855038263882653696";https://twitter.com/milaahfrancois/status/855038263882653696
L1L4C_W1N3;2017-04-19 23:22;0;0;"nada que cause estranhezaharmonize tudo o que não quer destacarcause choque e será feioreprima-se e será belo devaneio tolice";;;#ironia #devaneio #tolice;"854898033775046656";https://twitter.com/L1L4C_W1N3/status/854898033775046656
kicha;2017-04-19 22:08;0;0;"Entrou Carlos. Não saiu Anselmo. Ufa!   ";;;#ironia;"854879410352214016";https://twitter.com/kicha/status/854879410352214016
jhowcorrea;2017-04-19 21:22;0;1;"Adoro quando meu intestino começa a doer quando to no bus ;)  efeitodasfibras";;;#ironia #efeitodasfibras;"854867755799130112";https://twitter.com/jhowcorrea/status/854867755799130112
14caio;2017-04-19 21:01;0;1;"Fala sério né? Precisa de placa? ";;;#ironia;"854862564362264577";https://twitter.com/14caio/status/854862564362264577
14caio;2017-04-19 21:01;0;0;"Fala sério né? Precisa de placa? ";;;#ironia;"854862442907783170";https://twitter.com/14caio/status/854862442907783170
eulervictor79;2017-04-19 20:24;0;3;"E eu q pensava q cachorros sofriam com barulho em excesso. ";;;#ironia;"854853334800400384";https://twitter.com/eulervictor79/status/854853334800400384
Roxero_Chile;2017-04-19 19:26;0;1;"AMiNoMeCensaron por ser flaco..! Ironía Roxero";;;#AMiNoMeCensaron #Iron #Roxero;"854838654719709185";https://twitter.com/Roxero_Chile/status/854838654719709185
DouglasPereto;2017-04-19 18:24;0;1;"Qdo um professor ama um tweet que trabalha bem a linguagem figurada.  ";;;#ironia;"854823127796387841";https://twitter.com/DouglasPereto/status/854823127796387841
CamilaDRocha;2017-04-19 18:23;2;0;"Chegando na estação Luz o que acontece? O metrô para por falta de energia na via!  metrosp linhaazul";;;#ironia #metrosp #linhaazul;"854822773792886784";https://twitter.com/CamilaDRocha/status/854822773792886784
CorvorossoFan;2017-04-19 14:07;0;0;"Deus meus!satira  corvorossocorvorossomag ";;;#satira #ironia #corvorosso #corvorossomag;"854758268182331393";https://twitter.com/CorvorossoFan/status/854758268182331393
luizccuri;2017-04-19 09:57;0;1;"Realmente, contra o CAP, foi uma insegurança total e gritante. ";;;#ironia;"854695358806536195";https://twitter.com/luizccuri/status/854695358806536195
williamkadampa;2017-04-19 06:06;0;0;"Pensar fora da casinha... até quando convém ";;;#ironia;"854637314500423680";https://twitter.com/williamkadampa/status/854637314500423680
amandajaine_;2017-04-18 23:47;0;0;" galero";;;#ironia;"854542015513726976";https://twitter.com/amandajaine_/status/854542015513726976
thiagandrade;2017-04-18 22:12;0;0;"Adoro esse programa MANEQUIM CHEF! Como eles fazem essas poses?  MasterChef";;;#ironia #MasterChef;"854518033754329088";https://twitter.com/thiagandrade/status/854518033754329088
samuelsantos145;2017-04-18 17:28;0;0;"sendo que já faço diretas à uns dias amanhã vai ser fácil acordar ";;;#ironia;"854446667625627650";https://twitter.com/samuelsantos145/status/854446667625627650
luanitta28;2017-04-18 16:15;0;0;"Que bom começar a escola com educação física  ";;;#ironia;"854428209554890752";https://twitter.com/luanitta28/status/854428209554890752
roosi_;2017-04-18 15:44;0;15;"aaah realmente quem não quer ao lado um homem agressivo, q coloca o dedo na sua cara e t elogia dizendo que beija bem e transa legal ";;;#ironia;"854420488797523971";https://twitter.com/roosi_/status/854420488797523971
oliveiranalu;2017-04-18 14:03;0;0;"Meu Deus, eu não sabia  ";;;#ironia;"854394895200661504";https://twitter.com/oliveiranalu/status/854394895200661504
MomioSinFiltro;2017-04-18 13:34;0;0;"Que asco el 69 ?  ";;;#Ironia;"854387764082724866";https://twitter.com/MomioSinFiltro/status/854387764082724866
proflucastorres;2017-04-18 09:14;0;0;"Vamos começar a terça dando um role até o pátio do colégio. Super legal ";;;#ironia;"854322356961017856";https://twitter.com/proflucastorres/status/854322356961017856
CaioHimself;2017-04-18 08:23;0;1;"Que "Monteiro Lobato" o que. Quero saber é do novo livro da Kefera. rt ";;;#rt #ironia;"854309483606155264";https://twitter.com/CaioHimself/status/854309483606155264
zelvagem;2017-04-18 08:20;0;0;"No big bamg theory tupiniquim a Caixa é o Sheldon  sarcasmo";;;#ironia #sarcasmopic;"854308771769843713";https://twitter.com/zelvagem/status/854308771769843713
carolaurea;2017-04-17 22:06;0;1;"Poxa, aí quebra dentro, né? Com a Selic baixando e o IPCA tbm, meu investimento no Tesouro não rende. Volta D-lma!  voltanão";;;#ironia #voltan;"854154111574564864";https://twitter.com/carolaurea/status/854154111574564864
KillaMata;2017-04-17 21:14;0;0;"Toda a gente tá certa, nunca ninguém tá errada mas mesmo assim o mundo tá como tá lt ";;;#lt #ironia;"854141057260548096";https://twitter.com/KillaMata/status/854141057260548096
AkiAgadakiHNR;2017-04-17 19:10;1;1;"PARA NADA  ";;;#Ironia;"854109895607676930";https://twitter.com/AkiAgadakiHNR/status/854109895607676930
EduardoLeviBC;2017-04-17 19:04;0;1;"não entendo essa coisa de chamar de galinha sendo que elas que sempre são depenadas... ";;;#ironia;"854108214413193216";https://twitter.com/EduardoLeviBC/status/854108214413193216
esporteemusica;2017-04-17 16:25;3;3;"Descubrimos com as delações da Odebrecht que no Brasil existem dois santuários de moralidade: o judiciário e a grande mídia ";;;#ironia;"854068309687496705";https://twitter.com/esporteemusica/status/854068309687496705
caneda_FC;2017-04-17 14:25;0;0;"TwitterEPiorQFacebook shiahushaibuiabsizjbshsis vcs são muito engraçados Bobinhos ";;;#TwitterEPiorQFacebook #ironia;"854038188553318401";https://twitter.com/caneda_FC/status/854038188553318401
abdiastiburcio;2017-04-17 12:13;0;1;"ObrigadoPorTudoEgo Perda irreparável. sqn  tomaraquevoceentenda vaitarde fodase tonemai chega";;;#ObrigadoPorTudoEgo #sqn #ironia #tomaraquevoceentenda #vaitarde #fodase #tonemai #chega;"854005026284601347";https://twitter.com/abdiastiburcio/status/854005026284601347
guedesluucas;2017-04-17 11:25;0;2;"O Brasil melhorou bastante com a saída de Dilma Rousseff. Estamos próximos de virar uma Noruega. VidaPosGolpe ";;;#VidaPosGolpe #ironia;"853992801415122944";https://twitter.com/guedesluucas/status/853992801415122944
caioccruz;2017-04-17 07:41;0;2;"Ué cadê o brocador nessa lista?   ";;;#ironia;"853936417847824384";https://twitter.com/caioccruz/status/853936417847824384
mwpimentel;2017-04-17 06:39;0;0;"Qdo Lula for preso, ainda vai pedir a reforma da cela pra Odebrecht!?!?!?  LulaNaCadeia";;;#ironia #LulaNaCadeia;"853920947933523968";https://twitter.com/mwpimentel/status/853920947933523968
gostavx;2017-04-16 20:20;0;0;"amarelo e rosa super combina ";;;#ironia;"853765182627213312";https://twitter.com/gostavx/status/853765182627213312
_Fabricio_110;2017-04-16 18:50;0;0;"São Paulo famoso time copeiro ";;;#Ironia;"853742317353783296";https://twitter.com/_Fabricio_110/status/853742317353783296
canaisegrupos;2017-04-16 18:35;0;0;" CANALNOME:  High Quality MemesCATEGORIAS:  Humor Memes  PiadasDESCRIÇÃO:  M…";;;#CANAL #Humor #Memes #Ironia #Piadas;"853738735128772608";https://twitter.com/canaisegrupos/status/853738735128772608
mihcd;2017-04-16 18:17;3;3;"Se o EB tivesse entrado com time misto e perdido ,seria culpa dele. Mas entrou com o titular de quarta e perdeu, culpa dele tbm. ";;;#ironia;"853734222313529344";https://twitter.com/mihcd/status/853734222313529344
mushisan;2017-04-16 17:02;0;0;"(sim, tem tag  no tweet anterior, pero no mucho)";;;#ironia;"853715311916396544";https://twitter.com/mushisan/status/853715311916396544
Iron_ias;2017-04-16 15:49;8;21;"asi de simple o mas claro? feliztarde poeima Ironía buenastardes Indirectas";;;#feliztarde #poeima #Iron #buenastardes #Indirectaspic;"853696780403433473";https://twitter.com/Iron_ias/status/853696780403433473
CruzeiroEternoO;2017-04-16 15:37;0;1;"Os cara tá com preguiça até de fazer falta ";;;#ironia;"853693920462688256";https://twitter.com/CruzeiroEternoO/status/853693920462688256
Aloha_jes;2017-04-16 14:33;1;1;"Mentira gente, ele é um anjo, super da paz! ";;;#IRONIA;"853677642297507842";https://twitter.com/Aloha_jes/status/853677642297507842
CorvorossoFan;2017-04-16 14:30;0;0;"A caval donato...satira  corvorossocorvorossomag ";;;#satira #ironia #corvorosso #corvorossomag;"853676889977880577";https://twitter.com/CorvorossoFan/status/853676889977880577
SongsofSheeran;2017-04-16 14:08;0;0;"Que bonito todo. ";;;#ironia;"853671404746805248";https://twitter.com/SongsofSheeran/status/853671404746805248
criiiscr7;2017-04-16 11:54;0;0;"Sacanagem o bombom que minha princesa me deu...Não sei se começo a rir ou choro! Kkkdestino? ? coisasdavida? ";;;#destino #ironia #coisasdavida;"853637794685751296";https://twitter.com/criiiscr7/status/853637794685751296
CorvorossoFan;2017-04-16 10:21;0;0;"Global ergo sum.satira  guerra politicacorvorosso corvorossomag ";;;#satira #ironia #guerra #politica #corvorosso #corvorossomag;"853614231538847746";https://twitter.com/CorvorossoFan/status/853614231538847746
Lombraeternity;2017-04-16 10:20;0;0;"É necessário uma pitada de potásios para evidênciar o Tom de  .";;;#ironia;"853614131676676096";https://twitter.com/Lombraeternity/status/853614131676676096
gisellezero;2017-04-16 10:09;0;1;"Jesus foi assassinado por ser considerado bandido. Tudo certo, porque bandido bom é bandido morto. pascoa 2017 bolsonaro ";;;#pascoa #2017 #bolsonaro #ironia;"853611188667678720";https://twitter.com/gisellezero/status/853611188667678720
PepTricolor;2017-04-16 10:05;0;0;"faz todo sentido. Na hora que anunciarem a privatização, eu a postarei o dobro só pq privatizou. ";;;#ironia;"853610248216748032";https://twitter.com/PepTricolor/status/853610248216748032
RodrigoVianaPI;2017-04-15 19:57;0;1;"Sério que tinha um setor de propina na empresa? Que legal! Que organizado! Que orgulho dos nossos representantes!  CORRUPTION";;;#ironia #CORRUPTION;"853396886232936450";https://twitter.com/RodrigoVianaPI/status/853396886232936450
Kily18Aimar21;2017-04-15 18:11;0;0;"Campo a reventar. Pelos de punta ";;;#ironia;"853370144449581056";https://twitter.com/Kily18Aimar21/status/853370144449581056
Will_willame;2017-04-15 14:36;0;1;"Série, Netflix, aumentar, suicídios, 445%! Nem leia mais nada, 13 reasons why faz as pessoas cometerem suicídio.   ";;;#Ironia;"853316064272318464";https://twitter.com/Will_willame/status/853316064272318464
Euguinho;2017-04-15 11:29;0;1;"Comentaristas não , São experts em tudo , monstros , pessoas sabias !!!! sqn ";;;#sqn #ironia;"853268964805402624";https://twitter.com/Euguinho/status/853268964805402624
of1fanatico;2017-04-15 11:07;0;0;"Dava com saudades da divagações de lito Cavalcanti.  É um poeta comentando  BahrainGP";;;#ironia #BahrainGP;"853263401736441860";https://twitter.com/of1fanatico/status/853263401736441860
rosiana_alda;2017-04-15 10:24;0;0;""Qual quereis que vos solte? Barrabás, ou Jesus?"Desde então, o povo segue votando errado...semanasanta  política";;;#semanasanta #ironia #pol;"853252751886868481";https://twitter.com/rosiana_alda/status/853252751886868481
GabrielFsm1;2017-04-15 07:27;0;0;"Eu queria tanto gravar, porém, estou trancado, e não tenho a merda da chave. EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEBA ";;;#Ironia;"853208265509011457";https://twitter.com/GabrielFsm1/status/853208265509011457
GabrielFsm1;2017-04-15 07:09;0;0;"Ebaaaaaaaaaaaaaaaaaaaaaaaaaaa...tudo está contribuindo para mim não gravar hoje! Talvez nós nem tenhamos vídeo semana que vem!";;;#Ironia;"853203689439449090";https://twitter.com/GabrielFsm1/status/853203689439449090
esperleon;2017-04-14 20:38;0;0;"Logo eu, careca?!?! HAHAHAHAHA  biscoitodasorte fortunecookie   Perdizes ";;@;#biscoitodasorte #fortunecookie #ironia;"853044783971008514";https://twitter.com/esperleon/status/853044783971008514
VBarbao;2017-04-14 08:23;0;0;"Se nota CLARAMENTE.... ";;;#ironia;"852859814975819777";https://twitter.com/VBarbao/status/852859814975819777
tuiterdoteles;2017-04-14 01:16;0;1;""facistas não passarão" mas o que é uma tatuagem nazista pra quem é linda e loira?";;;#ironia;"852752505435967490";https://twitter.com/tuiterdoteles/status/852752505435967490
LeticiaBandeir;2017-04-14 00:07;0;0;"Kkkkkkk só os bons entenderam";;;#ironia;"852735127650131968";https://twitter.com/LeticiaBandeir/status/852735127650131968
ericocr11;2017-04-14 00:07;0;2;"Será que ela é querida?  TeamVivian";;;#ironia #TeamVivianhttp;"852735119454478336";https://twitter.com/ericocr11/status/852735119454478336
Edik_Nikolaiev;2017-04-14 00:02;0;0;"por isso q opiniões como a sua são maioria no twitter? Os errado são sempre OS OUTROS né, nossa opinião é sempre melhor... ";;;#ironia;"852733838488883200";https://twitter.com/Edik_Nikolaiev/status/852733838488883200
maisummarcelo;2017-04-13 22:57;0;0;"Oh, Emilly ganhou o BBB, que surpresa! ";;;#Ironia;"852717441247576064";https://twitter.com/maisummarcelo/status/852717441247576064
itspatriciasn;2017-04-13 22:41;0;0;"O importante é debater né  ";;;#ironia;"852713512711454720";https://twitter.com/itspatriciasn/status/852713512711454720
pvsc85;2017-04-13 22:34;0;0;"Jurados do TheVoiceBrasil na final do BBB17 dando "exemplo" de VOICE!!! ";;;#TheVoiceBrasil #BBB17 #Ironia;"852711639774351360";https://twitter.com/pvsc85/status/852711639774351360
verdaointSP;2017-04-13 17:14;1;2;"bbnaveia adoro o programa , principalmente olhando a cara de inveja de vcs , dou muitas risadas ";;;#bbnaveia #ironia;"852631110152486913";https://twitter.com/verdaointSP/status/852631110152486913
_GioSantoos;2017-04-13 16:53;0;0;"Ah claro que foi injustiçado, fala isso porque não teve a suposta "sorte" da emilly.  ";;;#ironia;"852625701090066433";https://twitter.com/_GioSantoos/status/852625701090066433
MarceloJGonca;2017-04-13 16:40;0;1;"Então a Thais Heredia já fez antes do governo pagar?  ";;;#ironia;"852622421706387456";https://twitter.com/MarceloJGonca/status/852622421706387456
aeminiensis;2017-04-13 15:58;0;0;"Aquele momento em que topas que o Dia Internacional do Beijo calha na Quinta-feira Santa.    Páscoa diadobeijo Judas";;;#ironia #P #diadobeijo #Judaspic;"852612088434503681";https://twitter.com/aeminiensis/status/852612088434503681
alfinete;2017-04-13 14:58;0;0;"Uma pena que isso atrapalhe tanto a economia do Brasil  empreendedor";;;#ironia #empreendedor;"852596781435244544";https://twitter.com/alfinete/status/852596781435244544
sauloandradef;2017-04-13 14:02;0;0;"diadobeijo e semanasanta é pra nos lembrar que Jesus foi traído por um beijo.   DiaDoBeijo SemanaSanta SeLiga";;;#diadobeijo #semanasanta #Ironia #DiaDoBeijo #SemanaSanta #SeLiga;"852582699088965638";https://twitter.com/sauloandradef/status/852582699088965638
GustaVozes;2017-04-13 13:52;0;0;"Essa nossa ilha das bananas de ferro chamada República dos Estados Unidos do Brasil  JoséSerra";;;#Ironia #Jos;"852580303973625856";https://twitter.com/GustaVozes/status/852580303973625856
Romulo_ML;2017-04-13 12:51;0;0;"Alma viva mais honesta do país! Tô falando do Maluf, ele não está na lista kkkk ";;;#Ironia;"852564859744944128";https://twitter.com/Romulo_ML/status/852564859744944128
pedroze;2017-04-13 11:42;0;0;"Olha lá o flamengo incitando a violência... Absurdo  ";;;#ironia;"852547552130068480";https://twitter.com/pedroze/status/852547552130068480
Paulo_Nasser;2017-04-13 10:21;0;3;"Uma das contradições deste país.... Bom dia e ótima quinta-feira  bomdia quintafeira  contradição... ";;;#bomdia #quintafeira #ironia #contradi;"852527285966123008";https://twitter.com/Paulo_Nasser/status/852527285966123008
lelylb;2017-04-13 10:15;0;2;"Porque São Paulo deve privilegiar quem tem carro...  Sampa Santo Doria Aumento vergonha";;;#Ironia #Sampa #Santo #Doria #Aumento #vergonhahttps;"852525695452545024";https://twitter.com/lelylb/status/852525695452545024
VapSCCP;2017-04-13 09:21;0;1;"Parabéns , parcialidade nenhuma né?!";;@carloscereto;#Ironia;"852512178049568768";https://twitter.com/VapSCCP/status/852512178049568768
dalmafab;2017-04-13 09:19;7;5;"Noria Nalli, quando l'  aiuta a vivere la malattia     ";;@ottobrenove @LaStampa @VITAnonprofit @CaselliGolem;#ironia #malattia;"852511505379676160";https://twitter.com/dalmafab/status/852511505379676160
AlexandreMagnos;2017-04-13 07:17;0;0;"Congresso com medo e perdido, onde estão as bombas incendiárias? nãoperdiapiada ";;;#n #ironia;"852480853754118144";https://twitter.com/AlexandreMagnos/status/852480853754118144
bastillenras;2017-04-13 06:34;0;1;"Quando és mais bala em matemática que o teu stor de matemática ";;;#ironia;"852469990959833088";https://twitter.com/bastillenras/status/852469990959833088
mwpimentel;2017-04-13 06:33;0;0;"Ué? A  não era uma santa!?!?!? ";;@dilmabr;#ironia;"852469862479921154";https://twitter.com/mwpimentel/status/852469862479921154
2pacfla;2017-04-13 03:03;0;0;"Concordo, ele terminou o jogo aos 45' do terceiro tempo ";;;#ironia;"852416959857741824";https://twitter.com/2pacfla/status/852416959857741824
Nebur_Ramos;2017-04-13 02:40;0;0;"Esta notícia do cântico dos super dragões desiludiu-me... Eu julgava que eram todos jóias de moços. ";;;#ironia;"852411209483767808";https://twitter.com/Nebur_Ramos/status/852411209483767808
juninho_1993fjv;2017-04-13 00:01;0;0;"Agr pelo jeito vai ter q coloca  para ver se os cara intende";;;#ironia;"852371164798341120";https://twitter.com/juninho_1993fjv/status/852371164798341120
Manasciment;2017-04-12 21:24;0;2;"Didi não Doutor Renato. ";;;#ironia;"852331713661415424";https://twitter.com/Manasciment/status/852331713661415424
TeafeOficial;2017-04-12 19:49;0;5;"Melhor notificação everAgr sim, com essa atualização temos uma plataforma boa Era isso que a plataforma precisava msm ";;;#ironia;"852307775212408832";https://twitter.com/TeafeOficial/status/852307775212408832
hcrazevedo;2017-04-12 18:18;0;0;"Alô  vamos consertar os arredores tb ne? Brincadeira hein...  ";;@Flamengo;#ironia;"852284869354938369";https://twitter.com/hcrazevedo/status/852284869354938369
GarotaDaMamae;2017-04-12 18:17;0;0;"bloggarotadamamae blogueiracarioca  mamaeironica piada engraçado  São João de Meriti ";;@;#bloggarotadamamae #blogueiracarioca #ironia #mamaeironica #piada #engra;"852284566345719808";https://twitter.com/GarotaDaMamae/status/852284566345719808
vitorr82;2017-04-12 17:22;1;8;""Grupos de família" bem caladinhos?? Não creio........  ";;;#ironia;"852270831149436929";https://twitter.com/vitorr82/status/852270831149436929
fsbneto;2017-04-12 15:36;0;1;"Troféu Fair Play para Vidal..Bateu pra fora de proposito por não aceitar a marcação errada...";;;#ironia;"852244056138809344";https://twitter.com/fsbneto/status/852244056138809344
dcandelariaofc;2017-04-12 15:23;0;0;"Bem isso!!   mensagemdodia aprendendo reconstruindo rj brasil embuscadomeumelhor vsco vscobrasil vscocam instamom…";;;#ironia #sarcasmo #mensagemdodia #aprendendo #reconstruindo #rj #brasil #embuscadomeumelhor #vsco #vscobrasil #vscocam #instamom;"852240868346138625";https://twitter.com/dcandelariaofc/status/852240868346138625
gilmardarosa;2017-04-12 09:24;1;1;" O  hasteou a bandeira do  pra não ser despejado do Piratini. ForaSartori";;@governo_rs @ptbrasil;#Ironia #ForaSartoripic;"852150384248446976";https://twitter.com/gilmardarosa/status/852150384248446976
AleRibeiro1974;2017-04-12 05:46;0;0;"Pm não faz isso, por isso que sempre temos vídeos de PMs executando e não temos vídeos de traficantes executando...  ";;;#ironia;"852095528447946752";https://twitter.com/AleRibeiro1974/status/852095528447946752
lukas_lovy;2017-04-11 23:03;0;0;"Palavra do dia  hipocresia tá tendo demais affs.";;;#ironia #hipocresia;"851994225738743808";https://twitter.com/lukas_lovy/status/851994225738743808
Eder1832;2017-04-11 20:27;0;0;"Coitado do honestíssimo Aécio Neves sendo acusado injustamente.";;;#Ironia;"851954788128477185";https://twitter.com/Eder1832/status/851954788128477185
ben_pinho;2017-04-11 20:17;0;0;"Do que adianta ter um corpo bom se a cabeça é de camarão!irônia e analogia. ";;;#ir #analogia;"851952321298911232";https://twitter.com/ben_pinho/status/851952321298911232
jorgemaia;2017-04-11 20:13;0;0;"Que , as delações da Odebrecht podem “pavimentar” novas “estradas” para o nosso Brasil tão absurdamente corrompido";;;#ironia #dela #Odebrecht #Brasil #corrompido;"851951375193972736";https://twitter.com/jorgemaia/status/851951375193972736
EveraldoVilela;2017-04-11 19:47;0;1;"Mas eu estou surpreso!  ";;;#ironia;"851944925029683201";https://twitter.com/EveraldoVilela/status/851944925029683201
Cyber_Woo;2017-04-11 19:40;0;0;"5 MOTIVOS PARA AMAR O BRASIL:  Old Corrupção  Brasil";;;#Old #Corrup #Ironia #Brasil;"851942970937020417";https://twitter.com/Cyber_Woo/status/851942970937020417
gusmaoandre;2017-04-11 19:32;0;1;"A lista rodando e a propaganda política na TV falando de honestidade PT  Brazeeu";;;#PT #Ironia #Brazeeu;"851940938175975428";https://twitter.com/gusmaoandre/status/851940938175975428
parlattorio;2017-04-11 17:45;0;0;" (se não ficou claro...)";;;#ironia;"851914057162649601";https://twitter.com/parlattorio/status/851914057162649601
parlattorio;2017-04-11 17:43;0;0;" (se não ficou claro...)";;;#ironia;"851913534396964864";https://twitter.com/parlattorio/status/851913534396964864
parlattorio;2017-04-11 17:42;0;0;" (se não ficou claro...)";;;#ironia;"851913448028078080";https://twitter.com/parlattorio/status/851913448028078080
AdrianaGPaz1;2017-04-11 17:29;0;1;"Percebo  ";;;#Ironia;"851910196662329344";https://twitter.com/AdrianaGPaz1/status/851910196662329344
Aguinaldo_Crabi;2017-04-11 17:23;0;0;"Uai gente, o Instituto Lula sobrevive de doações de empresas e pessoas que se identificam com o projeto, está no site isso! Risos ";;;#Risos #Ironia;"851908526918307841";https://twitter.com/Aguinaldo_Crabi/status/851908526918307841
nodescanso;2017-04-11 17:19;0;0;"Nada melhor que morar em um bairro perigoso. Sentir medo de toque de recolher. melhorsensação ";;;#melhorsensa #ironia;"851907667090178048";https://twitter.com/nodescanso/status/851907667090178048
therealmikas;2017-04-11 16:21;0;0;"Nem no apito, amigo? ";;;#ironia;"851892984052424704";https://twitter.com/therealmikas/status/851892984052424704
Dmpappp;2017-04-11 14:58;0;0;"Pq a terra é plana. terraplana  ";;;#terraplana #ironia;"851872145563152388";https://twitter.com/Dmpappp/status/851872145563152388
karorumoon;2017-04-11 14:13;0;0;"Vamos continuar passando pano pra abusador, afinal, a vítima é a culpada ne? ";;;#ironia;"851860692906803200";https://twitter.com/karorumoon/status/851860692906803200
marcelocoli;2017-04-11 13:54;0;1;"Que absurdo objetificando a mulher mais uma vez.  ";;;#ironia;"851856058586996738";https://twitter.com/marcelocoli/status/851856058586996738
gudiii;2017-04-11 12:59;0;1;"ATENÇÃO BRASILEIROS DE BEM!  ";;;#ironia;"851842106205319168";https://twitter.com/gudiii/status/851842106205319168
AMPaschoa;2017-04-11 10:09;0;0;"Ih, já vem essa gente chata! "O pessoal dos direitos humanos."  Paz";;;#Ironia #Pazhttps;"851799267379380224";https://twitter.com/AMPaschoa/status/851799267379380224
Suxbernardo;2017-04-11 09:45;0;1;"e aquele gordinho é meio maluco mesmo ";;;#ironia;"851793296389230593";https://twitter.com/Suxbernardo/status/851793296389230593
mac_joana;2017-04-11 07:55;0;0;""já encontraste?" ups cuidadocomoescapamento emoção maleducada  cheiramal naosoueu… ";;;#ups #cuidadocomoescapamento #emo #maleducada #ironia #cheiramal #naosoueu;"851765726482505728";https://twitter.com/mac_joana/status/851765726482505728
cilaoucaribde;2017-04-10 21:56;0;0;"gente denunciem este post to fazendo cosplay de femennazi ";;;#ironia;"851615006118604800";https://twitter.com/cilaoucaribde/status/851615006118604800
TiagoRezendeBH;2017-04-10 21:11;0;0;"Quis amar? logo ele que não sabe o que é amor! ";;;#ironia;"851603569325330432";https://twitter.com/TiagoRezendeBH/status/851603569325330432
paulavivi00;2017-04-10 19:23;0;2;"boatos de que  e  vão abrir pro ENEM esse ano, confere? ";;@2placesOfficial @bandaAlaska;#ironia;"851576345557651458";https://twitter.com/paulavivi00/status/851576345557651458
essenfelder;2017-04-10 17:53;0;0;"Ufa, podemos continuar a doutrinação das massas ignaras  ";;;#ironia;"851553707925884928";https://twitter.com/essenfelder/status/851553707925884928
drakoporcento;2017-04-10 17:09;0;0;"poxa... deixaminhastagscara";;;#ironia #deixaminhastagscara;"851542783848566785";https://twitter.com/drakoporcento/status/851542783848566785
AleRibeiro1974;2017-04-10 16:49;0;0;"Essa FlaPress, sempre enchendo a nossa bola...  ";;;#ironia;"851537582253068288";https://twitter.com/AleRibeiro1974/status/851537582253068288
